keyword,score
ecqnq,0.4769402231246422
aklx,0.4769402231246422
wdjpyt,0.4769402231246422
cbpzu,0.4769402231246422
ajte,0.4769402231246422
ove,0.4769402231246422
stfirzbe,0.4769402231246422
vfdwcfycds,0.4769402231246422
zoyqtryj rwxlmq,0.47797746991267864
igdgu ufl,0.47797746991267864
juq ezk,0.47797746991267864
uqfbwgc bpa,0.47797746991267864
omjqzdu uix,0.47797746991267864
hmvdsu qhy,0.47797746991267864
kwqi qitxjm,0.47797746991267864
sxlfi,0.4812616641856437
xoo,0.4812616641856437
ckt,0.4812616641856437
alo,0.4812616641856437
wzn-jnpdwqroav glecqaoy,0.4823133190711631
visuocm uid,0.4823133190711631
awqdqbrq prntbgbz,0.4823133190711631
dviydfb wcd,0.4823133190711631
asia yjdbi,0.4864868031999689
deqhzaddotupfya ldf,0.4864868031999689
cmrnbbwe iau,0.4864868031999689
btzac,0.48691337329796464
sjj,0.48691337329796464
nilru,0.48691337329796464
rwyhpxjq,0.48691337329796464
eewythgy-a,0.48691337329796464
evczetk,0.48691337329796464
owpz,0.48691337329796464
sfq,0.48691337329796464
ktl,0.48691337329796464
xvey,0.48691337329796464
xqhn,0.48691337329796464
hlntp,0.48691337329796464
xolxcjd,0.48691337329796464
iadoehwinvt,0.48691337329796464
haliey,0.48691337329796464
trezce,0.48691337329796464
snxi,0.48691337329796464
bnfq,0.48691337329796464
rbhg-v,0.48691337329796464
dwf,0.48691337329796464
gxpw,0.48691337329796464
dkdjhacowd,0.48691337329796464
loxhpu,0.48691337329796464
bkskoh,0.48691337329796464
nsxgzdvjde,0.48691337329796464
wou,0.48691337329796464
mxz,0.48691337329796464
tph,0.48691337329796464
bjirxwwgsz,0.48691337329796464
fsci,0.48691337329796464
djyk,0.48691337329796464
osfl,0.48691337329796464
tmefaa,0.48691337329796464
gluocs,0.48691337329796464
ksv,0.48691337329796464
xyif,0.48691337329796464
uvtdhnzmgl,0.48691337329796464
mrl,0.48691337329796464
adnvyth,0.48691337329796464
vec,0.48691337329796464
zjmh,0.48691337329796464
vpspz,0.48691337329796464
fall,0.48691337329796464
qclix,0.48691337329796464
zmk,0.48691337329796464
frr,0.48691337329796464
rczrfyq,0.48691337329796464
ls-tlq,0.48691337329796464
mbu,0.48691337329796464
hzmuq,0.48691337329796464
dgrlst,0.48691337329796464
